row_id,final_decision,_source,screening_tier,signal_count,trigger_reason,veto_any,CI,flag_dur_low,flag_dur_high,flag_md,flag_long,flag_dkna,DUR,MD_d2,LS_run,DKNA_count,ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
13005,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.8,6.0464696391248,4,0,13005,09 Mar 19,09 Mar 19,21,María,Administered by female interviewer,CATI,13.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",EXTREMADURA,Cáceres,10027,Benquerencia,Municipalities <10K pop.,<5k pop.,10185,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),8,Quite,Voting in elections,Little,"Yes, quite a lot",No interest,"1, 5",TV,Radio,,,Not at all,Little,Not at all,Little,Yes,,Very necessary,Rather positive,Solidarity,Ascedent categories,"LA IGUALDAD, LA VIOLENCIA DE GENERO",Equality in general,Gender-based violence,,,Quite capable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Would have liked to,"FELICITANDO A GRUPOS DE MUJERES POR WHATSAPP, , , 1",Support in social networks,IWD demonstration,,,No,No,,No,No,No, ,,,,,Yes,8,No,5,Yes,PSOE,PSOE,,Never,,,,Man,58.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",1.1999999999998,1.005952380946121,0.9973614775723444
13017,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.1,2.097320825228942,3,1,13017,09 Mar 19,09 Mar 19,18,Victoria,Administered by female interviewer,CATI,13.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28065,Getafe,Municipalities >=10K pop.,">100,000 pop.",28903,Very,Less (almost never),1 or 2 days/weekends,Everyday or almost everyday (5-7),Never,Never,4,Very,Take to the strees to demonstrate,Very capable,"Yes, very much",Hardly,"NOTICIAS DEL MOVIL QUE LE SALTAN, , , 1",Newspapers,TV,,,Not at all,Very often,Not at all,Very often,Yes,,Quite necessary,Rather positive,Hope,Ascedent categories,99,,,,,Quite capable,Disagree,Strongly agree,Strongly agree,Agree,Agree,Yes,1,IWD demonstration,,,,No,Yes,,Yes,No,"Yes, in two or more",1,25th Novemeber (sexual violence),,,,Yes,,No,7,Yes,,DK,Will abstain,Never,,,,Woman,50.0,8,Unemployed,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),"Yes, by SMS",0.8260869565216012,0.8947368420996474,0.9266666666664668
13025,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.2,2.038350132664279,3,0,13025,07 Mar 19,07 Mar 19,19,Eva,Administered by female interviewer,CATI,11.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41091,Sevilla,Municipalities >=10K pop.,">100,000 pop.",41004,Quite,1 or 2 days/weekends,1 or 2 days/weekends,3 or 4 days (quite a lot),Less (almost never),Less (almost never),2,Quite,Take to the strees to demonstrate,Not capable,"Yes, a little",Hardly,"INSTITUTO, , , 1",Other,TV,,,Little,Not at all,Quite,Not at all,Yes,,Very necessary,Rather positive,Hope,Descendent categories,IGUALDAD SALARIAL,Equal pay,,,,Quite capable,Disagree,Agree,Strongly agree,Agree,Agree,No, ,,,,,No,No,,Yes,No,No, ,,,,,Yes,6,No,8,Yes,PSOE,PSOE,,1-2 days a week/weekends,Yes,No,Yes,Woman,21.0,9,Student,"FP2, Higher Vocational Training, Conservatoire 10 years","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",0.6874999999998852,1.023076923075037,0.9756097560973508
13034,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,17.4,3.611819974063317,4,0,13034,10 Mar 19,10 Mar 19,18,Eva,Administered by female interviewer,CATI,14.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41047,Gines,Municipalities >=10K pop.,"10,000-19,999 pop.",41960,Very,3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),Never,Never,6,Hardly,Voting in elections,Quite,"Yes, quite a lot",Hardly,"VINIENDO EN AVE DE MADRID HUBO HUELGA, , , 9",Other,,,,Little,Very often,Little,Little,Yes,No,Very necessary,Rather positive,Pride,Ascedent categories,NO HAYA MIEDO EN PODER DAR OPINION PARA QUE SE CONSIGA LA IGUALDAD,Equality in general,,,,Very capable,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Would have liked to,1,IWD demonstration,,,,No,No,,No,Yes,No, ,,,,,Yes,8,No,,"No, because he/she couldn't",Abstained,Will abstain,Will abstain,Never,,,,Man,46.0,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, by SMS",0.7692307692306408,0.8296943231388918,0.8429423459242716
13043,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.3,7.60131786772626,3,2,13043,05 Mar 19,05 Mar 19,17,Alejandro,Administered by male interviewer,CATI,9.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Cádiz,11021,Jimena de la Frontera,Municipalities <10K pop.,"5,000-9,999 pop.",11330,Quite,Everyday or almost everyday (5-7),1 or 2 days/weekends,Less (almost never),Less (almost never),1 or 2 days/weekends,6,DK,Take to the strees to demonstrate,Quite,"Yes, a little",Quite,3,Personal conversations,,,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,5,Did not want to vote,Abstained,DK,Unidos Podemos,Less frequently,Yes,No,No,Woman,47.0,8,Unemployed,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation of my partner,Man,"3, 4",Yes,No,Yes,Yes,Only son/s,"Yes, call him/her",0.8260869565216011,0.9543568464670732,0.9266666666664668
13092,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,10.5,10.569285185255696,3,1,13092,05 Mar 19,05 Mar 19,15,Eva,Administered by female interviewer,CATI,9.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Coruña (A),15002,Ames,Municipalities >=10K pop.,"20,000-99,999 pop.",15220,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,Completely satisfied,Quite,Voting in elections,Little,"Yes, quite a lot",Quite,1,TV,,,,Quite,Very often,Very often,Very often,No,No,Not very necessary,Rather negative,Displeasure,Ascedent categories,0,,,,,Quite capable,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,"Yes, in two or more","8, 10",In favour of the unity of Spain,"Other issues not linked to gender inequality (labour, neighbourhood)",,,Yes,Has no sympathy whatsoever,No,6,Yes,DK,VOX,,Never,,,,Man,51.0,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.9090909090907572,0.8540145985348291,0.8429423459242716
13094,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.4,1.1184076202728268,4,2,13094,07 Mar 19,07 Mar 19,10,María,Administered by female interviewer,CATI,11.0,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28022,Boadilla del Monte,Municipalities >=10K pop.,"20,000-99,999 pop.",28660,Quite,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,Everyday or almost everyday (5-7),8,Quite,Both are useful,Very capable,"Yes, very much",No interest,"1, 5",TV,Radio,,,Little,Very often,Quite,Quite,No,No,Quite necessary,Rather positive,Pride,Descendent categories,TODAS,ALL,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,Maybe,1,IWD demonstration,,,,No,Yes,,Yes,No,No, ,,,,,Yes,4,No,5,Yes,,DK,Will abstain,Have no networks,,,,Woman,49.0,10,Unpaid domestic work,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,Greater participation of my partner,Man,"3, 4",Yes,No,Yes,Yes,Both (sons and daughters),No,0.8636363636362192,0.9543568464670732,0.9266666666664668
13109,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.6,1.1184076202728268,4,1,13109,12 Mar 19,12 Mar 19,11,Alejandro,Administered by male interviewer,CATI,16.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",CANTABRIA,Cantabria,39079,Santoña,Municipalities >=10K pop.,"10,000-19,999 pop.",39740,Hardly,Everyday or almost everyday (5-7),Less (almost never),Less (almost never),Less (almost never),Never,7,Not at all,Take to the strees to demonstrate,Little,"Yes, very much",Hardly,"1, 2, 6",TV,Social networks,Newspapers,,Little,Quite,Very often,Very often,No,No,Very necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,"Yes, in one",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,8,No,5,Yes,PACMA,DK,PACMA,Less frequently,Yes,Yes,Yes,Man,23.0,6,"Looking for a job, has worked before","University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",0.8461538461537047,1.000000000023978,0.9722222222220128
13135,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,13.1,4.698556253020487,7,1,13135,06 Mar 19,06 Mar 19,13,Tomas,Administered by male interviewer,CATI,10.0,Before March 8th,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Salamanca,37274,Salamanca,Municipalities >=10K pop.,">100,000 pop.",37004,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,6,Quite,Voting in elections,Quite,"Yes, a little",Quite,"1, 2",TV,Social networks,,,Quite,Quite,Quite,Quite,No,No,Not very necessary,No feelings,,,0,,,,,Not very capable,Agree,Agree,Disagree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,6,Yes,PP,DK,PP,3-4 days a week,Yes,Yes,Yes,Man,70.0,4,Retired or pensioner (previously worked),"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.7826086956520433,0.9857819905151366,0.9973614775723444
13151,invalid,queue,MEDIUM,1,DKNA,0,1,0,0,0,0,1,20.7,,4,6,13151,05 Mar 19,05 Mar 19,14,María,Administered by female interviewer,CATI,9.0,Before March 8th,"Noreste (País Vasco, Navarra, Aragón)",NAVARRA,Navarra,31201,Pamplona/Iruña,Municipalities >=10K pop.,">100,000 pop.",31012,Very,Never,Never,Never,Never,3 or 4 days (quite a lot),5,Hardly,None are useful,Very capable,,, ,,,,,,,,,,,,No feelings,,,88,DK,,,,,DK,Agree,Agree,Agree,DK,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,DK,No,DK,Yes,DK,DK,Will abstain,Never,,,,Woman,43.0,2,Working part-time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,Greater participation by me,Man,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.8260869565216011,0.9543568464670732,0.9266666666664668
13172,invalid,queue,MEDIUM,1,longstring,0,1,0,0,0,1,0,9.6,3.7427191972620255,6,2,13172,11 Mar 19,11 Mar 19,20,David,Administered by male interviewer,CATI,15.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28028,Quite,Everyday or almost everyday (5-7),Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Less (almost never),9,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,"1, 5, 6",TV,Radio,Newspapers,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,TODAS,ALL,,,,Quite capable,Disagree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,3,No,5,Yes,,DK,DK,Never,,,,Man,86.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.999999999999833,1.005952380946121,0.9973614775723444
13182,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.2,7.215466984240939,3,0,13182,03 Mar 19,03 Mar 19,20,Juana,Administered by female interviewer,CATI,7.0,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Girona,17155,Salt,Municipalities >=10K pop.,"20,000-99,999 pop.",17190,Very,1 or 2 days/weekends,Never,Never,3 or 4 days (quite a lot),Less (almost never),6,Hardly,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Quite necessary,Rather positive,Hope,Descendent categories,TODAS SON IMPORTANTES,ALL,,,,Quite capable,Agree,Agree,Agree,Disagree,Agree,Maybe,88,DK,,,,No,No,,No,No,No, ,,,,,No,,,6,Yes,PSOE,PSOE,,Never,,,,Man,24.0,9,Student,"COU, BUP, Higher Baccalaurate","Has a partner, but does not live with him/her",,,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.7333333333332107,0.9645390070893632,0.9722222222220128
13195,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.7,11.434197178465032,4,0,13195,09 Mar 19,09 Mar 19,13,Eva,Administered by female interviewer,CATI,13.0,March 8th or after,Canarias,CANARIAS,Palmas (Las),35016,"Palmas de Gran Canaria, Las",Municipalities >=10K pop.,">100,000 pop.",35017,Not at all,Never,Never,Never,1 or 2 days/weekends,Never,0 Completely dissatisfied,Not at all,None are useful,Not capable,"Yes, very much",Quite,2,Social networks,,,,Very often,Very often,Very often,Very often,No,No,Not at all necessary,No feelings,,,0,,,,,Not very capable,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Disagree,No, ,,,,,No,No,,No,No,No, ,,,,,No,,,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Woman,62.0,"11, POR SU CUENTA SIN CONTRATO",Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",1.399999999999766,1.457142857133711,1.382978723405372
13200,invalid,queue,HIGH,2,DUR_short+MD,0,2,1,0,1,0,0,5.9,13.852818111655584,2,2,13200,11 Mar 19,11 Mar 19,16,David,Administered by male interviewer,CATI,15.0,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29054,Fuengirola,Municipalities >=10K pop.,"20,000-99,999 pop.",29640,Very,Never,Never,1 or 2 days/weekends,Never,Less (almost never),6,Quite,Take to the strees to demonstrate,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Strongly agree,Agree,Strongly disagree,Agree,Disagree,Yes,10,Mentions activities against IWD,,,,No,Yes,,No,No,No, ,,,,,No,,,5,"No, because he/she couldn't",Abstained,DK,DK,Never,,,,Man,28.0,"1, 9,",Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,1,No,No,No,No,,No,0.8461538461537047,1.000000000023978,0.9722222222220128
13203,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,11.9,7.158961867586321,2,1,13203,10 Mar 19,10 Mar 19,14,Juana,Administered by female interviewer,CATI,14.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28092,Móstoles,Municipalities >=10K pop.,">100,000 pop.",28936,Not at all,1 or 2 days/weekends,1 or 2 days/weekends,Never,1 or 2 days/weekends,1 or 2 days/weekends,0 Completely dissatisfied,Very,Take to the strees to demonstrate,Quite,"Yes, quite a lot",Hardly,"1, 2, 3, 5",TV,Social networks,Personal conversations,Radio,Little,Very often,Very often,Quite,No,No,Quite necessary,Rather positive,Pride,Descendent categories,"IGUALDAD, VIOLENCIA DE GENERO",Equality in general,Gender-based violence,,,Very capable,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,Cs Ciudadanos,DK,Cs Ciudadanos,1-2 days a week/weekends,Yes,Yes,Yes,Man,39.0,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Woman,4,Yes,No,No,Yes,Both (sons and daughters),"Yes, call him/her",0.7692307692306408,0.8296943231388918,0.8429423459242716
13214,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.0,4.282871742585319,2,0,13214,07 Mar 19,07 Mar 19,20,María,Administered by female interviewer,CATI,11.0,Before March 8th,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Pontevedra,36057,Vigo,Municipalities >=10K pop.,">100,000 pop.",36204,Quite,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Never,Never,1 or 2 days/weekends,4,Very,Voting in elections,Quite,"Yes, quite a lot",Hardly,6,Newspapers,,,,Quite,Little,Very often,Very often,Yes,,Quite necessary,Rather positive,Hope,Ascedent categories,"EL MACHISMO , LA IGUALDAD LABORAL",Gender-based violence,Labour equality,,,Very capable,Disagree,Agree,Strongly agree,Agree,Strongly agree,Maybe,88,DK,,,,No,Yes,,Yes,No,No, ,,,,,Yes,6,Yes,3,Yes,PSOE,PSOE,,Never,,,,Woman,42.0,8,Unemployed,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,Greater participation of my partner,Man,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",0.8636363636362192,0.9543568464670732,0.9266666666664668
13222,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,13.8,4.009500612387206,3,2,13222,09 Mar 19,09 Mar 19,13,Rosa,Administered by female interviewer,CATI,13.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",GALICIA,Ourense,32023,Castro Caldelas,Municipalities <10K pop.,<5k pop.,32760,Very,Everyday or almost everyday (5-7),Less (almost never),Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,0 Completely dissatisfied,,Both are useful,Little,"Yes, quite a lot",Hardly,"1, 2",TV,Social networks,,,Very often,Quite,Very often,Very often,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,TOSDAS SON IMPORTANTES,ALL,,,,Very capable,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Would have liked to,NO PUDO IR,No hizo nada,,,,No,Yes,,No,No,No, ,,,,,Yes,Has no sympathy whatsoever,No,DK,Yes,,Blank/Null,DK,Never,,,,Woman,62.0,2,Working part-time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Man,3,Yes,No,Yes,No,Both (sons and daughters),"Yes, call him/her",1.399999999999766,1.457142857133711,1.382978723405372
13227,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,12.8,0.5423273737530098,4,0,13227,07 Mar 19,07 Mar 19,17,David,Administered by male interviewer,CATI,11.0,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Almería,4011,Alhama de Almería,Municipalities <10K pop.,<5k pop.,4400,Hardly,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),3 or 4 days (quite a lot),4,Very,Both are useful,Quite,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Quite,Little,Very often,Very often,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,0,,,,,Quite capable,Neither agree nor disagree,Agree,Agree,Agree,Agree,Maybe,88,DK,,,,No,Yes,,No,Yes,"Yes, in one",7,Pensioners and retired people,,,,Yes,8,Yes,3,Yes,,,,Every or almost every day,Yes,No,No,Man,69.0,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",0.8999999999998497,0.9857819905151366,0.9973614775723444
13229,invalid,queue,MEDIUM,1,DKNA,0,1,0,0,0,0,1,11.6,,3,7,13229,11 Mar 19,11 Mar 19,10,Eva,Administered by female interviewer,CATI,15.0,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,Salamanca,37274,Salamanca,Municipalities >=10K pop.,">100,000 pop.",37000,Quite,Less (almost never),Never,Never,1 or 2 days/weekends,Never,DK,Quite,DK,Very capable,"Yes, a little",Quite,3,Personal conversations,,,,Very often,Quite,Quite,Very often,No,No,Very necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Disagree,Agree,DK,DK,Agree,Would have liked to,ESTAR CON SU PAREJA,Celebrar el día,,,,No,Yes,,No,No,No, ,,,,,No,,,DK,Did not want to vote,Abstained,DK,DK,Never,,,,Man,28.0,6,"Looking for a job, has worked before","EGB, ESO, Baccalaurate, Elementary Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",0.8461538461537047,1.000000000023978,0.9722222222220128
13231,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,9.5,6.232648384051355,3,3,13231,09 Mar 19,09 Mar 19,16,Raúl,Administered by male interviewer,CATI,13.0,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28041,Cobeña,Municipalities <10K pop.,"5,000-9,999 pop.",28863,DK,Less (almost never),Less (almost never),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,0 Completely dissatisfied,Very,Voting in elections,Quite,"Yes, a little",Quite,5,Radio,,,,Quite,Very often,Very often,Very often,No,No,DK,Rather negative,Other,Descendent categories,IGUALDAD ENTRE GENEROS,Gender equality,,,,DK,Agree,Agree,Agree,Strongly disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,Fully sympathises,No,Extreme left,Yes,,,,Never,,,,Man,57.0,1,Working full time,"FP1, Intermediate Vocational Training",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, call him/her",1.1999999999998,1.005952380946121,0.9973614775723444
13236,valid,nonsignal,NORMAL,0,,0,0,0,0,0,0,0,8.5,4.103454262159246,3,0,13236,11 Mar 19,11 Mar 19,17,David,Administered by male interviewer,CATI,15.0,March 8th or after,"Noroeste (Galicia, Asturias, Cantabria)",ASTURIAS,Asturias,33044,Oviedo,Municipalities >=10K pop.,">100,000 pop.",33008,Quite,3 or 4 days (quite a lot),Never,1 or 2 days/weekends,Never,Less (almost never),4,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 5, 6",TV,Radio,Newspapers,,Quite,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,IGUALDAD,Equality in general,,,,Not very capable,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Yes,1,IWD demonstration,,,,No,Yes,,No,Yes,No, ,,,,,Yes,,No,4,Yes,PSOE,PSOE,,Never,,,,Man,71.0,4,Retired or pensioner (previously worked),"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",0.999999999999833,1.005952380946121,0.9973614775723444
