ID,DATE,DAY,HOUR,CODINT,SEXINT,MODE,DUR,PHASE20,PHASE2,NUTS1,REGION,CPRO,CMUN,MUNICIPALITY,HABT,HABT5,P26,P01,P02A,P02B,P02C,P02D,P02E,P03,P04,P05,P06,P07,P07B,P07Ctx,P07C1,P07C2,P07C3,P07C4,P07D1,P07D2,P07D3,P07D4,P07D5,P07D6,P08,P09,P09B,VP09B,P10tx,P10_1,P10_2,P10_3,P10_4,P10B,P11A,P11B,P11C,P11D,P11E,P12,P12Btx,P12B_1,P12B_2,P12B_3,P12B_4,P13,P13B,P13C,P14,P15,P16,P16Btx,P16B_1,P16B_2,P16B_3,P16B_4,P17,P17B,P17C,P18,P19,P19B,P20,P20B,P21A,P21B,P21C,P21D,P22,P23,P24tx,P24,P25,P27,P27B,P27C,P28,P28_1,P28_2,P28_3,P28_4,P28B,P29,WEIGHT20,WEIGHT2,WEIGHT
13759,10 Mar 19,10 Mar 19,11,Rosa,Administered by female interviewer,CATI,9,14,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8279,Terrassa,Municipalities >=10K pop.,">100,000 pop.",08228,Quite,3 or 4 days (quite a lot),1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Little,"Yes, a little",Quite,2,Social networks,,,,Quite,Very often,Quite,Very often,No,No,Not very necessary,No feelings,,,IGUALDAD SALARIAL,Equal pay,,,,Quite capable,Agree,Agree,Agree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,4,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Man,51,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",.7692307692306408,.8296943231388918,.8429423459242716
13765,07 Mar 19,07 Mar 19,17,Daniel,Administered by male interviewer,CATI,10.8,11,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28044,Colmenarejo,Municipalities <10K pop.,"5,000-9,999 pop.",28270,Not at all,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),0 Completely dissatisfied,Quite,Voting in elections,Not capable,"Yes, very much",No interest,"PANFLETOS METRO, , , 1",Street posters,TV,,,Not at all,Not at all,Not at all,Not at all,Yes,,Very necessary,Rather positive,Pride,Ascedent categories,IGUALDAD,Equality in general,,,,Very capable,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Yes,3,Partial strike,,,,No,No,,No,No,No, ,,,,,Yes,Fully sympathises,Yes,NA,"No, because he/she couldn't",Abstained,Unidos Podemos,,1-2 days a week/weekends,Yes,Yes,Yes,Man,48,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,"2, 4",Yes,Yes,No,Yes,Both (sons and daughters),"Yes, call him/her",.7142857142855952,.8540145985348291,.8429423459242716
13774,12 Mar 19,12 Mar 19,9,María,Administered by female interviewer,CATI,8.699999999999999,16,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28012,Quite,1 or 2 days/weekends,1 or 2 days/weekends,Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),8,Quite,Voting in elections,Quite,"Yes, quite a lot",Quite,2,Social networks,,,,Quite,Quite,Quite,Quite,No,No,Quite necessary,Positive and negative,Solidarity,Descendent categories,"EL MALTRATO A LA MUJER, LA IGUALDAD LABORAL",Gender-based violence,Labour equality,,,Very capable,Disagree,Agree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,Yes,No,No, ,,,,,Yes,3,No,7,"No, because he/she couldn't",Abstained,Cs Ciudadanos,,Never,,,,Woman,34,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, call him/her",.8461538461537048,.9224137931758812,.9756097560973507
13787,07 Mar 19,07 Mar 19,20,Luna,Administered by female interviewer,CATI,13.6,11,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41053,Lebrija,Municipalities >=10K pop.,"20,000-99,999 pop.",41740,Quite,Never,1 or 2 days/weekends,Never,Never,1 or 2 days/weekends,7,Very,Take to the strees to demonstrate,Quite,"Yes, a little",Quite,"2, 3",Social networks,Personal conversations,,,Little,Quite,Quite,Quite,Yes,,Quite necessary,Rather positive,Hope,Descendent categories,"DERECHOS DE LA MUJER, VISIBILIDAD DEL TRABAJO DEL TRABAJO FEMENINO",Equal rights,Labour equality,Gender equality,,Not very capable,Agree,Agree,Strongly agree,Agree,Agree,Yes,2,Work strike,,,,No,Yes,,Yes,No,"Yes, in one",3,Sexist murder (protests for specific murders),,,,Yes,6,No,6,Yes,Blank/Null,Blank/Null,Will abstain,1-2 days a week/weekends,Yes,No,No,Woman,24,"1, 9,",Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, by SMS",.6874999999998852,1.023076923075037,.9756097560973507
13788,08 Mar 19,08 Mar 19,16,Juana,Administered by female interviewer,CATI,12.3,12,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Huelva,21035,Gibraleón,Municipalities >=10K pop.,"10,000-19,999 pop.",21500,Hardly,Everyday or almost everyday (5-7),Never,Never,Never,Never,9,Quite,Voting in elections,Very capable,"Yes, very much",No interest,1,TV,,,,Not at all,Very often,Doesn't have social networks,,No,No,Not very necessary,Rather positive,Indignation,Descendent categories,0,None,,,,Quite capable,Agree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,6,No,5,"No, because he/she couldn't",Abstained,PSOE,,Have no networks,,,,Man,53,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,Greater participation by me,Woman,"2, 3",Yes,Yes,Yes,No,Both (sons and daughters),"Yes, call him/her",.6666666666665553,.8296943231388918,.8429423459242716
13815,08 Mar 19,08 Mar 19,18,María,Administered by female interviewer,CATI,10.5,12,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8019,Barcelona,Municipalities >=10K pop.,">100,000 pop.",08030,Quite,Everyday or almost everyday (5-7),Less (almost never),Never,Less (almost never),Less (almost never),5,Quite,Both are useful,Quite,"Yes, very much",Quite,1,TV,,,,Quite,Very often,Very often,Doesn't have social networks,No,No,Very necessary,Rather positive,Hope,Descendent categories,0,None,,,,Not very capable,Agree,Strongly agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,4,No,5,Yes,PSOE,PSOE,,Have no networks,,,,Man,38,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",.6666666666665553,.8296943231388918,.8429423459242716
13831,04 Mar 19,04 Mar 19,18,María,Administered by female interviewer,CATI,10.7,8,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28024,Quite,1 or 2 days/weekends,Never,Never,Never,Less (almost never),6,Quite,None are useful,Quite,"Yes, quite a lot",Quite,E MAIL,Social networks,,,,Quite,Quite,Very often,Very often,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,0,None,,,,Very capable,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Maybe,EN ALGUNA MARCHA,Celebrate the day,,,,Yes,,Since before,Yes,Yes,No, ,,,,,Yes,6,No,3,Yes,PSOE,PSOE,,Less frequently,Yes,No,No,Man,41,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",.7999999999998665,.8540145985348291,.8429423459242716
13841,10 Mar 19,10 Mar 19,15,María,Administered by female interviewer,CATI,9.199999999999999,14,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Barcelona,8245,Santa Coloma de Gramenet,Municipalities >=10K pop.,">100,000 pop.",08924,Quite,Everyday or almost everyday (5-7),Less (almost never),Less (almost never),1 or 2 days/weekends,1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,1,TV,,,,Little,Little,Quite,Quite,No,No,Not very necessary,No feelings,,,"LA IGUALDAD SALARIAL, Y LA IGUALDA DLABORAL",Equal pay,Labour equality,,,Quite capable,Neither agree nor disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,NA,DK,NA,Never,,,,Woman,57,1,Working full time,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Both (sons and daughters),"Yes, call him/her",1.615384615384346,1.457142857133711,1.382978723405372
13846,08 Mar 19,08 Mar 19,17,Eva,Administered by female interviewer,CATI,10.4,12,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",BALEARES,Balears (Illes),7055,Santa Margalida,Municipalities >=10K pop.,"10,000-19,999 pop.",07459,Very,Less (almost never),1 or 2 days/weekends,Less (almost never),Less (almost never),1 or 2 days/weekends,7,Hardly,Voting in elections,Quite,"Yes, a little",Quite,5,Radio,,,,Quite,Quite,Quite,Very often,No,No,Quite necessary,Rather negative,Displeasure,Ascedent categories,0,None,,,,Quite capable,Strongly agree,Agree,Agree,Disagree,Agree,Maybe,88,DK,,,,No,Yes,,No,No,No, ,,,,,No,,,6,Not eligible to vote (foreign),Not in electoral census,Undefined right,,Never,,,,Woman,25,"1, 9,",Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, by SMS",.999999999999833,.9224137931758812,.9756097560973507
13859,07 Mar 19,07 Mar 19,18,Victoria,Administered by female interviewer,CATI,14.4,11,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29054,Fuengirola,Municipalities >=10K pop.,"20,000-99,999 pop.",29640,Not at all,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,Rather positive,Hope,Descendent categories,88,DK,,,,,Disagree,Agree,Agree,Agree,Agree,No, ,,,,,No,No,,No,No,No, ,,,,,No,,,5,Not eligible to vote (foreign),Not in electoral census,Will abstain,DK,Never,,,,Woman,30,1,Working full time,"COU, BUP, Higher Baccalaurate",Yes,It is fine as it is,Man,1,No,No,No,No,,"Yes, by SMS",.6874999999998852,1.023076923075037,.9756097560973507
13862,10 Mar 19,10 Mar 19,15,Juana,Administered by female interviewer,CATI,14.8,14,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Málaga,29011,Almogía,Municipalities <10K pop.,<5k pop.,29150,Very,Everyday or almost everyday (5-7),Never,Less (almost never),Never,Less (almost never),4,Very,Take to the strees to demonstrate,Very capable,"Yes, a little",Quite,1,TV,,,,Very often,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,"IGUALDAD SALARIAL, IGUALDAD",Equal pay,Equality in general,,,Not very capable,Disagree,Agree,Agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,9,No,3,Yes,Unidos Podemos,PSOE,,Never,,,,Man,53,1,Working full time,"EGB, ESO, Baccalaurate, Elementary Baccalaurate",Yes,It is fine as it is,Woman,"3, 4",Yes,No,Yes,Yes,Only daughter/s,"Yes, call him/her",.7692307692306408,.8296943231388918,.8429423459242716
13865,08 Mar 19,08 Mar 19,11,María,Administered by female interviewer,CATI,12.4,12,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Jaén,23050,Jaén,Municipalities >=10K pop.,">100,000 pop.",23000,Very,Less (almost never),Never,Never,Never,Never,7,Very,Take to the strees to demonstrate,NA,Can't say,, ,,,,,,,,,,,DK,DK,,,LA IGUALDAD ENTRE HOMBRES Y MUJERES,Gender equality,,,,,DK,Agree,DK,DK,DK,Yes,1,IWD demonstration,,,,No,Yes,,Yes,Yes,"Yes, in two or more",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,NA,No,NA,Yes,DK,DK,NA,Have no networks,,,,Woman,65,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),No partner,,,2,Yes,Yes,No,No,Both (sons and daughters),No,1.105263157894552,1.457142857133711,1.382978723405372
13866,06 Mar 19,06 Mar 19,18,Raúl,Administered by male interviewer,CATI,12.1,10,Before March 8th,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Sevilla,41081,"Rinconada, La",Municipalities >=10K pop.,"20,000-99,999 pop.",41309,Hardly,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Less (almost never),Everyday or almost everyday (5-7),Less (almost never),2,Quite,Take to the strees to demonstrate,Little,"Yes, quite a lot",Quite,"1, 6",TV,Newspapers,,,Quite,Not at all,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Descendent categories,TODAS,ALL,,,,Quite capable,Agree,Strongly agree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,Yes,"Yes, in one",7,Pensioners and retired people,,,,Yes,8,No,5,Yes,Undefined Left,PSOE,,Less frequently,Yes,No,No,Man,64,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),Yes,Greater participation by me,Woman,2,Yes,Yes,No,No,Only son/s,"Yes, call him/her",.7826086956520433,.9857819905151366,.9973614775723444
13869,11 Mar 19,11 Mar 19,13,David,Administered by male interviewer,CATI,7.7,15,March 8th or after,"Sur (Andalucía, Murcia, Ceuta y Melilla)",ANDALUCIA,Granada,18087,Granada,Municipalities >=10K pop.,">100,000 pop.",18002,Very,Never,Less (almost never),1 or 2 days/weekends,3 or 4 days (quite a lot),Less (almost never),4,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,6,Newspapers,,,,Little,Very often,Very often,Very often,No,No,Quite necessary,Rather positive,Hope,Ascedent categories,88,DK,,,,,Agree,Agree,Agree,Agree,Disagree,No, ,,,,,No,No,,No,No,No, ,,,,,Yes,6,Yes,4,Yes,NA,DK,Will abstain,Never,,,,Man,26,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",.8461538461537047,1.000000000023978,.9722222222220128
13872,10 Mar 19,10 Mar 19,18,María,Administered by female interviewer,CATI,8.800000000000001,14,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28016,Not at all,Everyday or almost everyday (5-7),3 or 4 days (quite a lot),Never,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),7,Quite,Voting in elections,Quite,"Yes, very much",No interest,"1, 2",TV,Social networks,,,Not at all,Not at all,Little,Little,Yes,,Very necessary,Rather positive,Solidarity,Ascedent categories,88,DK,,,,,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,"1, 2",IWD demonstration,Work strike,,,No,Yes,,Yes,No,"Yes, in two or more",10,"Other issues not linked to gender inequality (labour, neighbourhood)",,,,Yes,Fully sympathises,Yes,2,Yes,Unidos Podemos,Unidos Podemos,,Every or almost every day,Yes,Yes,No,Woman,32,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",No partner,,,1,No,No,No,No,,"Yes, call him/her",1.099999999999816,.9224137931758812,.9756097560973507
13898,11 Mar 19,11 Mar 19,16,David,Administered by male interviewer,CATI,7.3,15,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",CASTILLA-LEON,León,24089,León,Municipalities >=10K pop.,">100,000 pop.",24007,Quite,1 or 2 days/weekends,Less (almost never),Never,Never,Never,7,Quite,Take to the strees to demonstrate,Quite,"Yes, a little",A lot,7,Street posters,,,,Quite,Very often,Very often,Very often,No,No,Not at all necessary,Rather negative,Irritation,Descendent categories,0,None,,,,Quite capable,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,6,Yes,PP,PP,,Never,,,,Man,45,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,Greater participation by me,Woman,4,Yes,No,No,Yes,Only son/s,"Yes, call him/her",.7692307692306408,.8296943231388918,.8429423459242716
13910,07 Mar 19,07 Mar 19,20,Luna,Administered by female interviewer,CATI,16.5,11,Before March 8th,"Este (Cataluña, Comunidad Valenciana, Baleares)",PAIS VALENCIANO,Valencia/València,46205,Puçol,Municipalities >=10K pop.,"10,000-19,999 pop.",46530,Very,Everyday or almost everyday (5-7),Never,Never,Never,Less (almost never),0 Completely dissatisfied,Quite,Both are useful,Very capable,"No, I didn't know anything",, ,,,,,,,,,,,Not very necessary,No feelings,,,IGUALDAD SALARIAL,Equal pay,,,,Not very capable,Agree,Disagree,Agree,Disagree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,No,,,Extreme right,Yes,PP,DK,VOX,Have no networks,,,,Woman,67,4,Retired or pensioner (previously worked),Primary school (or has attended school for 5 years or more),Yes,It is fine as it is,Man,2,Yes,Yes,No,No,Only daughter/s,"Yes, call him/her",.9545454545452952,1.322751322743256,1.382978723405372
13912,11 Mar 19,11 Mar 19,18,Daniel,Administered by male interviewer,CATI,11.6,15,March 8th or after,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28023,Quite,Less (almost never),Never,Never,Less (almost never),1 or 2 days/weekends,5,Quite,Take to the strees to demonstrate,Very capable,"Yes, quite a lot",Quite,"2, 3",Social networks,Personal conversations,,,Little,Very often,Very often,Quite,No,No,Quite necessary,Rather positive,Solidarity,Ascedent categories,BRECHA SALARIAL,Equal pay,,,,Very capable,Agree,Agree,Strongly agree,Agree,Disagree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,DK,No,NA,Did not want to vote,Abstained,PACMA,,Never,,,,Man,25,"6, 8,","Looking for a job, has worked before","FP2, Higher Vocational Training, Conservatoire 10 years","Has a partner, but does not live with him/her",,,1,No,No,No,No,,"Yes, call him/her",.8461538461537047,1.000000000023978,.9722222222220128
13929,07 Mar 19,07 Mar 19,15,María,Administered by female interviewer,CATI,9.199999999999999,11,Before March 8th,Comunidad de Madrid,MADRID,Madrid,28079,Madrid,Municipalities >=10K pop.,">100,000 pop.",28005,Quite,Everyday or almost everyday (5-7),Never,Never,Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, very much",Hardly,"COMPAÑEROS DEL ENTONO LABORAL, , , 1, 6",Personal conversations,TV,Newspapers,,Quite,Very often,Very often,Very often,No,No,Very necessary,Rather positive,Solidarity,Ascedent categories,"MAS PENA PARA LOS ACOSADORES , LA IGUALDAD SALARIAL",Gender-based violence,Gender crimes,Equal pay,,Quite capable,Agree,Agree,Agree,Strongly agree,Agree,No, ,,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Did not want to vote,Abstained,Will abstain,Will abstain,Never,,,,Man,49,1,Working full time,"COU, BUP, Higher Baccalaurate",No partner,,,1,No,No,No,No,,"Yes, call him/her",.7142857142855952,.8540145985348291,.8429423459242716
13947,13 Mar 19,13 Mar 19,13,Daniel,Administered by male interviewer,CATI,12.1,17,March 8th or after,"Centro (Castilla y León, Castilla-La Mancha, Extremadura)",EXTREMADURA,Badajoz,6070,Jerez de los Caballeros,Municipalities <10K pop.,"5,000-9,999 pop.",06380,Not at all,Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,Everyday or almost everyday (5-7),Everyday or almost everyday (5-7),4,DK,Voting in elections,Little,"Yes, very much",No interest,"1, 2",TV,Social networks,,,Not at all,Quite,Not at all,Little,Yes,,Very necessary,Rather positive,Hope,Descendent categories,"IGUALDAD, VIOLENCIA DE GENERO",Equality in general,Gender-based violence,,,Very capable,Agree,Agree,Agree,Agree,Agree,Yes,"1, 2",IWD demonstration,Work strike,,,No,Yes,,Yes,Yes,No, ,,,,,Yes,Fully sympathises,No,4,Yes,Unidos Podemos,Unidos Podemos,,Every or almost every day,Yes,Yes,Yes,Woman,63,"3, DE BAJA POR ENFERMEDAD",Temporary (precarious) work,"FP2, Higher Vocational Training, Conservatoire 10 years",Yes,Greater participation of my partner,Man,"2, 3",Yes,Yes,Yes,No,Both (sons and daughters),"Yes, call him/her",1.399999999999766,1.457142857133711,1.382978723405372
13974,12 Mar 19,12 Mar 19,10,Daniel,Administered by male interviewer,CATI,8.9,16,March 8th or after,"Este (Cataluña, Comunidad Valenciana, Baleares)",CATALUÑA,Lleida,25120,Lleida,Municipalities >=10K pop.,">100,000 pop.",25005,Hardly,Everyday or almost everyday (5-7),1 or 2 days/weekends,1 or 2 days/weekends,Everyday or almost everyday (5-7),1 or 2 days/weekends,7,Quite,Voting in elections,Quite,"Yes, quite a lot",Hardly,"1, 6",TV,Newspapers,,,Quite,Quite,Very often,Very often,Yes,,Very necessary,Rather positive,Pride,Descendent categories,"IGUALDAD, IGUALDAD DE OPORTUNIDADES",Equality in general,Social equality,Labour equality,,Quite capable,Disagree,Agree,Strongly agree,Strongly agree,Agree,Yes,1,IWD demonstration,,,,No,Yes,,No,No,No, ,,,,,Yes,5,No,5,Yes,Cs Ciudadanos,Cs Ciudadanos,,Never,,,,Man,52,1,Working full time,"University graduate (Diploma, Bachelor, Degree, Master, PhD)",Yes,It is fine as it is,Woman,"3, 4",Yes,No,Yes,Yes,Only daughter/s,"Yes, call him/her",.9090909090907573,.8296943231388918,.8429423459242716
